factor,ICIR,positive_ic_ratio,is_timeseries,stability_score
f_有色_wti_raw_x_volnorm,,,False,
f_有色_t_is_pre_cny_vol_norm,,,False,
f_有色_us10y_vol_norm,,,False,
f_有色_t_trading_days_to_month_end_vol_norm,-0.060706006279087524,0.47109207708779444,False,0.028598118589720032
f_有色_t_trading_days_to_month_end_raw_x_volnorm,-0.020066589032199697,0.509641873278237,False,0.010226774024674777
f_有色_t_days_to_month_end_vol_norm,-0.0725991201072602,0.46621621621621623,False,0.033846887077033476
f_有色_t_days_to_month_end_raw_x_volnorm,-0.05362174535879317,0.4651898734177215,False,0.02494429293589429
f_有色_t_trading_week_bucket_vol_norm,-0.05764264840482164,0.463452566096423,False,0.026714633319808473
f_有色_t_trading_week_bucket_raw_x_volnorm,-0.10370058312629497,0.4467005076142132,False,0.046323103122405875
f_有色_t_days_from_month_start_vol_norm,-0.08120476966788634,0.4667487684729064,False,0.03790222623661198
f_有色_t_days_from_month_start_raw_x_volnorm,-0.12768848671227104,0.4227467811158798,False,0.05397989674317037
f_有色_t_is_post_cny_vol_norm,,,False,
f_有色_vix_vol_norm,-0.05154242401851579,0.48641304347826086,False,0.02507090733509328
f_有色_env_weight_vol_norm,0.018481741403885373,0.49476584022038567,False,0.009144134314429236
f_有色_env_weight_raw_x_volnorm,0.003920747467369163,0.48401084010840106,False,0.0018976842755342343
f_有色_hurst_value_vol_norm,-0.02246919322962453,0.4903896103896104,False,0.011018658913644444
f_有色_hurst_value_raw_x_volnorm,0.030057231952925187,0.5132467532467533,False,0.015426776711423422
f_有色_t_is_roll_window_vol_norm,0.08508145896713404,0.5238095238095238,False,0.04456647850659402
f_有色_pv_wad_vol_norm,0.03278252646195187,0.525197628458498,False,0.01721730515269508
f_油脂_t_season_winter_div_wti,,,False,
f_油脂_wti_logx_dxy,,,False,
f_油脂_wti_x_us10y,,,False,
f_油脂_wti_x_t_trading_days_to_month_end,,,False,
f_油脂_dxy_sq,,,False,
f_油脂_dxy_x_t_is_pre_cny,,,False,
f_油脂_dxy_div_t_is_pre_cny,,,False,
f_油脂_dxy_x_us10y,,,False,
f_油脂_us10y_sq,,,False,
f_油脂_wti_rank_x_env_weight_rank,,,False,
f_油脂_wti_rank_x_mfi_index_rank,,,False,
f_油脂_wti_rank_x_hurst_value_rank,,,False,
f_油脂_wti_rank_x_pv_wad_rank,,,False,
f_油脂_wti_rank_x_ma10_rank,,,False,
f_油脂_wti_rank_x_hurst_strength_rank,,,False,
f_油脂_wti_rank_x_kc_breakout_rank,,,False,
f_油脂_wti_rank_x_pv_oi_efficiency_rank,,,False,
f_油脂_wti_rank_x_kc_squeeze_rank,,,False,
f_油脂_wti_rank_x_vol_wsr_rank,,,False,
f_油脂_env_weight_rank_x_mfi_index_rank,,,False,
f_油脂_env_weight_rank_x_hurst_value_rank,,,False,
f_油脂_env_weight_rank_x_pv_wad_rank,,,False,
f_油脂_env_weight_rank_x_ma10_rank,,,False,
f_油脂_env_weight_rank_x_hurst_strength_rank,,,False,
f_油脂_env_weight_rank_x_kc_breakout_rank,,,False,
f_油脂_env_weight_rank_x_pv_oi_efficiency_rank,,,False,
f_油脂_env_weight_rank_x_kc_squeeze_rank,,,False,
f_油脂_env_weight_rank_x_vol_wsr_rank,,,False,
f_油脂_wti_vol_norm,,,False,
